"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.0178571428571429,0.0607142857142857,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0321428571428571,0.0321428571428571,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0321428571428571,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0321428571428571,0.0321428571428571,0.0464285714285714,0.0607142857142857,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0321428571428571,0.0178571428571429,0.0321428571428571,0.0178571428571429,0.0464285714285714,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0464285714285714,0.0178571428571429,0.0321428571428571,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429
"2",0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0368852459016393,0.0368852459016393,0.0204918032786885,0.0204918032786885,0.0532786885245902,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0368852459016393,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885,0.0204918032786885
"3",0.0168918918918919,0.0168918918918919,0.0304054054054054,0.0168918918918919,0.0439189189189189,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0439189189189189,0.0168918918918919,0.0168918918918919,0.0304054054054054,0.0439189189189189,0.0168918918918919,0.0439189189189189,0.0168918918918919,0.0168918918918919,0.0439189189189189,0.0168918918918919,0.0304054054054054,0.0168918918918919,0.0304054054054054,0.0168918918918919,0.0709459459459459,0.0304054054054054,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0304054054054054,0.0168918918918919,0.0304054054054054,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0168918918918919,0.0439189189189189,0.0304054054054054
"4",0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0625,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615,0.0240384615384615
"5",0.0198412698412698,0.0198412698412698,0.0357142857142857,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0515873015873016,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0357142857142857,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0357142857142857,0.0198412698412698,0.0515873015873016,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0198412698412698,0.0357142857142857,0.0357142857142857,0.0198412698412698,0.0198412698412698,0.0357142857142857,0.0198412698412698,0.0198412698412698,0.0357142857142857,0.0198412698412698,0.0515873015873016,0.0198412698412698,0.0198412698412698,0.0198412698412698
"6",0.0154320987654321,0.0154320987654321,0.0277777777777778,0.0154320987654321,0.0277777777777778,0.0154320987654321,0.0277777777777778,0.0154320987654321,0.0771604938271605,0.0154320987654321,0.0524691358024691,0.0154320987654321,0.0154320987654321,0.0277777777777778,0.0154320987654321,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.0154320987654321,0.0154320987654321,0.0154320987654321,0.0277777777777778,0.0154320987654321,0.0154320987654321,0.0154320987654321,0.0154320987654321,0.0154320987654321,0.0524691358024691,0.0524691358024691,0.0154320987654321,0.0277777777777778,0.0154320987654321,0.0154320987654321,0.0154320987654321,0.0277777777777778,0.0277777777777778,0.0771604938271605,0.0154320987654321,0.0154320987654321,0.0277777777777778
"7",0.0166666666666667,0.0166666666666667,0.07,0.0166666666666667,0.03,0.03,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.03,0.03,0.0833333333333333,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0566666666666667,0.03,0.0166666666666667,0.0166666666666667,0.03,0.0166666666666667,0.03,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.03,0.0166666666666667,0.03,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.03,0.03,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0433333333333333
"8",0.0183823529411765,0.0330882352941176,0.0330882352941176,0.0330882352941176,0.0330882352941176,0.0183823529411765,0.0183823529411765,0.0477941176470588,0.0330882352941176,0.0183823529411765,0.0183823529411765,0.0330882352941176,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0330882352941176,0.0477941176470588,0.0183823529411765,0.0477941176470588,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0477941176470588,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0330882352941176,0.0183823529411765,0.0330882352941176,0.0183823529411765,0.0330882352941176,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0183823529411765,0.0183823529411765
"9",0.0408653846153846,0.0120192307692308,0.0889423076923077,0.0120192307692308,0.0216346153846154,0.0120192307692308,0.0408653846153846,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.0216346153846154,0.0120192307692308,0.0216346153846154,0.0216346153846154,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.0408653846153846,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.03125,0.0216346153846154,0.0120192307692308,0.03125,0.108173076923077,0.0216346153846154,0.0120192307692308,0.03125,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.0120192307692308,0.127403846153846,0.03125,0.0120192307692308,0.0216346153846154
"10",0.0201612903225806,0.181451612903226,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0362903225806452,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0362903225806452,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806,0.0201612903225806
